sample_number,test_number,name,entry,units,status
104484,504484,Potency,96.17,%,A
104485,504485,Potency,93.78,%,A
104486,504486,,92.68,%,A
104487,504487,Content,92.73,%,I
104488,504488,,99.42,%,I
104489,504489,Potency,99.85,%,A
104490,504490,Potency,97.52,%,I
104491,504491,Potency,98.51,%,A
104492,504492,Potency,96.19,%,I
104493,504493,Potency,90.09,%,A
104494,504494,Content,99.18,%,A
104495,504495,,97.02,%,I
104496,504496,,92.23,%,A
104497,504497,Potency,97.5,%,A
104498,504498,Content,97.83,%,A
104499,504499,,98.89,%,I
104500,504500,Potency,95.32,%,A
104501,504501,,91.35,%,I
104502,504502,,94.64,%,A
104503,504503,,96.28,%,A
104504,504504,,98.9,%,I
104505,504505,Content,,%,I
104506,504506,Potency,91.57,%,I
104507,504507,,91.9,%,I
104508,504508,Content,90.36,%,I
104509,504509,,93.04,%,I
104510,504510,Content,90.5,%,A
104511,504511,Potency,92.12,%,I
104512,504512,Potency,94.08,%,A
104513,504513,Content,92.57,%,A
104514,504514,,99.97,%,A
104515,504515,Potency,90.2,%,I
104516,504516,,95.09,%,I
104517,504517,Potency,91.43,%,I
104518,504518,,95.31,%,A
104519,504519,Potency,96.39,%,A
104520,504520,Potency,92.18,%,I
104521,504521,,,%,I
104522,504522,,96.68,%,A
104523,504523,Content,,%,I
104524,504524,,90.48,%,A
104525,504525,Content,93.74,%,I
104526,504526,Potency,95.25,%,I
104527,504527,,94.33,%,I
104528,504528,Potency,92.15,%,I
104529,504529,Content,93.59,%,A
104530,504530,Potency,97.4,%,I
104531,504531,Content,91.49,%,A
104532,504532,,97.92,%,I
104533,504533,,97.19,%,I
104534,504534,Potency,90.47,%,I
104535,504535,,96.02,%,A
104536,504536,,99.54,%,A
104537,504537,,,%,I
104538,504538,,,%,I
104539,504539,,91.99,%,I
104540,504540,,97.56,%,A
104541,504541,,97.16,%,I
104542,504542,,97.45,%,I
104543,504543,,90.91,%,A
104544,504544,Content,95.1,%,A
104545,504545,Content,93.59,%,A
104546,504546,Potency,95.93,%,A
104547,504547,Potency,96.28,%,I
104548,504548,,96.07,%,A
104549,504549,Content,91.75,%,I
104550,504550,Content,98.69,%,A
104551,504551,,96.22,%,I
104552,504552,Content,90.86,%,A
104553,504553,,91.85,%,A
104554,504554,Content,98.83,%,I
104555,504555,Content,91.26,%,A
104556,504556,Content,90.58,%,A
104557,504557,,94.38,%,A
104558,504558,,96.06,%,A
104559,504559,Content,98.74,%,A
104560,504560,,95.68,%,A
104561,504561,Content,96.57,%,I
104562,504562,,99.4,%,A
104563,504563,Potency,92.13,%,A
104564,504564,Content,97.08,%,A
104565,504565,Potency,94.75,%,A
104566,504566,Content,90.45,%,I
104567,504567,Potency,98.02,%,I
104568,504568,Content,95.16,%,A
104569,504569,,97.65,%,A
104570,504570,Content,92.82,%,I
104571,504571,Content,96.9,%,A
104572,504572,,97.42,%,A
104573,504573,Potency,98.46,%,I
104574,504574,Content,93.04,%,A
104575,504575,Content,98.83,%,A
104576,504576,Potency,96.17,%,I
104577,504577,,92.74,%,I
104578,504578,Content,96.93,%,I
104579,504579,Potency,98.28,%,A
104580,504580,Potency,94.67,%,A
104581,504581,,90.72,%,I
104582,504582,,96.18,%,I
104583,504583,Potency,94.22,%,A
104584,504584,,90.1,%,A
104585,504585,Potency,92.96,%,A
104586,504586,Potency,90.43,%,A
104587,504587,Potency,91.28,%,A
104588,504588,Content,,%,I
104589,504589,Content,90.65,%,I
104590,504590,,97.84,%,I
104591,504591,,96.1,%,A
104592,504592,Content,91.53,%,A
104593,504593,Content,92.82,%,I
104594,504594,Potency,96.78,%,A
104595,504595,Content,92.33,%,I
104596,504596,Potency,92.94,%,I
104597,504597,Potency,91.08,%,I
104598,504598,,,%,I
104599,504599,Potency,97.42,%,A
104600,504600,Potency,99.31,%,I
104601,504601,,91.3,%,I
104602,504602,,99.23,%,A
104603,504603,Content,,%,A
104604,504604,,97.37,%,I
104605,504605,Content,98.9,%,I
104606,504606,Potency,90.24,%,A
104607,504607,,91.87,%,A
104608,504608,Potency,96.9,%,I
104609,504609,Potency,98.88,%,I
104610,504610,Content,99.67,%,I
104611,504611,Potency,96.49,%,A
104612,504612,Content,,%,A
104613,504613,,,%,A
104614,504614,,96.33,%,I
104615,504615,,93.21,%,I
104616,504616,Potency,94.38,%,I
104617,504617,Content,94.27,%,I
104618,504618,Potency,91.64,%,I
104619,504619,Potency,93.93,%,A
104620,504620,,97.09,%,I
104621,504621,,99.75,%,A
104622,504622,Content,94.18,%,A
104623,504623,Content,94.06,%,A
104624,504624,Content,,%,A
104625,504625,Content,98.96,%,A
104626,504626,,98.07,%,A
104627,504627,Potency,97.88,%,I
104628,504628,Potency,92.84,%,I
104629,504629,Content,95.84,%,A
104630,504630,Potency,90.93,%,A
104631,504631,,99.57,%,I
104632,504632,Potency,,%,I
104633,504633,,96.67,%,A
104634,504634,Content,90.94,%,I
104635,504635,,95.83,%,I
104636,504636,Content,98.09,%,A
104637,504637,Potency,96.55,%,I
104638,504638,Potency,,%,A
104639,504639,Content,93.05,%,I
104640,504640,Potency,93.28,%,A
104641,504641,Content,94.03,%,A
104642,504642,Potency,97.39,%,A
104643,504643,Potency,95.74,%,A
104644,504644,,96.25,%,A
104645,504645,Potency,,%,A
104646,504646,,95.8,%,A
104647,504647,Content,,%,I
104648,504648,Potency,90.61,%,I
104649,504649,,91.36,%,A
104650,504650,Potency,,%,A
104651,504651,,99.56,%,I
104652,504652,Potency,99.59,%,I
104653,504653,Potency,93.04,%,A
104654,504654,,95.96,%,A
104655,504655,,98.1,%,I
104656,504656,,97.21,%,A
104657,504657,Potency,96.52,%,I
104658,504658,Potency,99.17,%,A
104659,504659,Content,90.76,%,A
104660,504660,Potency,98.63,%,I
104661,504661,,92.79,%,I
104662,504662,Content,92.84,%,A
104663,504663,Potency,91.84,%,A
104664,504664,Content,93.69,%,I
104665,504665,Content,98.6,%,I
104666,504666,,,%,I
104667,504667,,97.12,%,A
104668,504668,Potency,92.84,%,I
104669,504669,Potency,99.35,%,A
104670,504670,Content,94.6,%,I
104671,504671,Content,98.85,%,A
104672,504672,,92.16,%,A
104673,504673,Potency,91.17,%,I
104674,504674,Content,97.32,%,I
104675,504675,Content,91.92,%,A
104676,504676,Content,91.36,%,A
104677,504677,Potency,98.48,%,I
104678,504678,Content,97.28,%,I
104679,504679,Potency,99.86,%,A
104680,504680,Potency,98.78,%,I
104681,504681,,92.47,%,I
104682,504682,,99.04,%,I
104683,504683,Potency,,%,I
104684,504684,,90.02,%,I
104685,504685,,99.35,%,I
104686,504686,Potency,94.14,%,I
104687,504687,,91.91,%,A
104688,504688,,95.73,%,A
104689,504689,Potency,92.81,%,A
104690,504690,,99.04,%,A
104691,504691,Potency,,%,I
104692,504692,Content,94.25,%,I
104693,504693,Potency,98.35,%,I
104694,504694,Content,95.72,%,A
104695,504695,Potency,98.54,%,A
104696,504696,Potency,91.7,%,I
104697,504697,,96.19,%,A
104698,504698,Potency,,%,I
104699,504699,Content,90.43,%,A
104700,504700,Content,96.63,%,A
104701,504701,Content,,%,I
104702,504702,,,%,I
104703,504703,Potency,96.15,%,A
104704,504704,Potency,91.9,%,I
104705,504705,Content,93.89,%,I
104706,504706,,97.81,%,I
104707,504707,,93.21,%,A
104708,504708,Content,92.1,%,A
104709,504709,,91.97,%,I
104710,504710,Potency,99.82,%,A
104711,504711,Potency,94.96,%,A
104712,504712,Content,94.97,%,A
104713,504713,Content,94.69,%,I
104714,504714,,96.95,%,A
104715,504715,,91.2,%,I
104716,504716,Content,,%,I
104717,504717,,92.13,%,I
104718,504718,Potency,,%,A
104719,504719,Potency,93.34,%,A
104720,504720,Potency,95.25,%,A
104721,504721,,,%,I
104722,504722,Content,97.67,%,A
104723,504723,Content,95.62,%,A
104724,504724,Potency,90.97,%,A
104725,504725,,97.29,%,A
104726,504726,,,%,A
104727,504727,Potency,90.52,%,I
104728,504728,Potency,97.39,%,A
104729,504729,,91.65,%,A
104730,504730,Content,97.6,%,A
104731,504731,Potency,97.87,%,I
104732,504732,Potency,91.9,%,A
104733,504733,Content,90.47,%,A
104734,504734,Content,91.93,%,I
104735,504735,,99.39,%,A
104736,504736,Potency,93.5,%,A
104737,504737,Content,94.6,%,I
104738,504738,Potency,97.06,%,A
104739,504739,Content,93.42,%,I
104740,504740,,96.25,%,I
104741,504741,,90.34,%,A
104742,504742,Content,94.78,%,A
104743,504743,Potency,97.78,%,A
104744,504744,Potency,99.29,%,A
104745,504745,,99.02,%,I
104746,504746,Potency,92.25,%,I
104747,504747,Content,93.7,%,I
104748,504748,Potency,95.4,%,I
104749,504749,Content,92.42,%,A
104750,504750,Content,96.04,%,A
104751,504751,Content,94.1,%,I
104752,504752,Content,93.77,%,A
104753,504753,,94.4,%,I
104754,504754,Content,,%,A
104755,504755,Potency,90.23,%,I
104756,504756,Content,92.45,%,I
104757,504757,,95.04,%,A
104758,504758,Content,95.53,%,I
104759,504759,Potency,96.22,%,A
104760,504760,Potency,94.81,%,A
104761,504761,Content,99.73,%,I
104762,504762,,91.83,%,A
104763,504763,Content,99.21,%,A
104764,504764,Potency,99.41,%,I
104765,504765,Potency,91.03,%,I
104766,504766,Potency,93.57,%,I
104767,504767,,97.9,%,I
104768,504768,Potency,97.8,%,A
104769,504769,Potency,98.15,%,A
104770,504770,Potency,99.11,%,I
104771,504771,Potency,92.81,%,A
104772,504772,Content,,%,A
104773,504773,,94.11,%,A
104774,504774,,,%,I
104775,504775,,94.26,%,A
104776,504776,Potency,90.23,%,I
104777,504777,Potency,91.09,%,I
104778,504778,Content,90.44,%,A
104779,504779,Content,92.25,%,I
104780,504780,Potency,91.57,%,I
104781,504781,,93.07,%,A
104782,504782,Potency,95.36,%,A
104783,504783,Potency,98.06,%,A
104784,504784,Content,92.74,%,I
104785,504785,Content,97.26,%,A
104786,504786,Content,90.54,%,A
104787,504787,Content,91.07,%,I
104788,504788,Content,98.89,%,I
104789,504789,,98.93,%,I
104790,504790,Content,,%,A
104791,504791,,96.62,%,A
104792,504792,Potency,93.11,%,I
104793,504793,,99.91,%,I
104794,504794,Potency,95.06,%,A
104795,504795,Content,98.59,%,A
104796,504796,Content,96.57,%,I
104797,504797,Content,95.96,%,A
104798,504798,Content,92.74,%,A
104799,504799,Content,92.77,%,I
104800,504800,,98.82,%,I
104801,504801,Potency,98.6,%,A
104802,504802,,91.95,%,I
104803,504803,Content,98.21,%,I
104804,504804,,93.27,%,I
104805,504805,Potency,99.17,%,I
104806,504806,Potency,90.05,%,I
104807,504807,Content,96.25,%,A
104808,504808,Content,96.51,%,I
104809,504809,Potency,,%,A
104810,504810,,,%,A
104811,504811,Content,97.51,%,A
104812,504812,,91.13,%,I
104813,504813,Potency,97.06,%,A
104814,504814,,97.95,%,A
104815,504815,Potency,97.88,%,A
104816,504816,Content,92.81,%,I
104817,504817,Potency,92.26,%,A
104818,504818,Content,95.99,%,A
104819,504819,,91.21,%,I
104820,504820,,93.32,%,A
104821,504821,Potency,97.57,%,A
104822,504822,Potency,99.76,%,I
104823,504823,Potency,,%,I
104824,504824,,93.18,%,I
104825,504825,Potency,91.72,%,A
104826,504826,Potency,92.67,%,A
104827,504827,Content,90.39,%,A
104828,504828,Potency,97.82,%,A
104829,504829,Content,,%,A
104830,504830,,95.06,%,I
104831,504831,Potency,96.05,%,I
104832,504832,Potency,99.04,%,A
104833,504833,Potency,99.29,%,A
104834,504834,Potency,98.57,%,A
104835,504835,,94.89,%,A
104836,504836,Content,97.69,%,I
104837,504837,,95.67,%,A
104838,504838,Potency,91.25,%,A
104839,504839,Potency,98.77,%,I
104840,504840,Content,97.2,%,I
104841,504841,,,%,I
104842,504842,,96.76,%,A
104843,504843,,92.58,%,A
104844,504844,Content,97.91,%,A
104845,504845,,96.94,%,I
104846,504846,Potency,,%,I
104847,504847,Content,99.53,%,I
104848,504848,Potency,98.83,%,I
104849,504849,Potency,97.38,%,A
104850,504850,Potency,98.06,%,A
104851,504851,Potency,99.94,%,A
104852,504852,Content,97.45,%,I
104853,504853,Content,90.52,%,I
104854,504854,,97.77,%,I
104855,504855,Content,92.3,%,A
104856,504856,Content,95.85,%,A
104857,504857,,93.27,%,A
104858,504858,Content,95.67,%,A
104859,504859,,,%,I
104860,504860,Content,95.22,%,I
104861,504861,Content,93.25,%,I
104862,504862,,99.5,%,A
104863,504863,,95.03,%,A
104864,504864,Content,92.62,%,I
104865,504865,Potency,98.52,%,A
104866,504866,Potency,99.61,%,I
104867,504867,,90.23,%,I
104868,504868,,92.97,%,I
104869,504869,Potency,93.34,%,A
104870,504870,Potency,94.67,%,I
104871,504871,Potency,94.62,%,I
104872,504872,Content,96.45,%,I
104873,504873,,99.47,%,I
104874,504874,Potency,99.74,%,I
104875,504875,Potency,99.39,%,A
104876,504876,Content,98.89,%,A
104877,504877,Potency,92.3,%,A
104878,504878,Content,90.75,%,I
104879,504879,Content,93.45,%,I
104880,504880,Potency,94.89,%,A
104881,504881,Content,95.89,%,A
104882,504882,Content,90.23,%,A
104883,504883,Content,91.31,%,A
104884,504884,,93.56,%,I
104885,504885,Content,94.52,%,A
104886,504886,Potency,90.43,%,A
104887,504887,Potency,94.96,%,I
104888,504888,,94.35,%,A
104889,504889,Potency,93.99,%,A
104890,504890,,99.67,%,A
104891,504891,,93.75,%,A
104892,504892,Content,91.37,%,A
104893,504893,,94.11,%,I
104894,504894,,97.98,%,I
104895,504895,,93.97,%,I
104896,504896,Potency,95.97,%,I
104897,504897,Content,93.29,%,I
104898,504898,,,%,I
104899,504899,Potency,93.65,%,I
104900,504900,Potency,,%,A
104901,504901,Content,,%,A
104902,504902,Potency,98.53,%,I
104903,504903,Content,92.39,%,A
104904,504904,,96.12,%,I
104905,504905,Potency,90.48,%,A
104906,504906,Content,92.11,%,I
104907,504907,Content,96.27,%,A
104908,504908,Content,99.06,%,A
104909,504909,,94.33,%,A
104910,504910,Content,90.16,%,I
104911,504911,Content,95.42,%,A
104912,504912,Potency,92.55,%,I
104913,504913,Potency,93.86,%,I
104914,504914,Potency,94.64,%,A
104915,504915,Content,96.71,%,I
104916,504916,Content,91.41,%,A
104917,504917,Content,93.74,%,A
104918,504918,Content,90.12,%,A
104919,504919,Potency,96.65,%,I
104920,504920,,98.49,%,I
104921,504921,,95.19,%,I
104922,504922,Potency,93.69,%,A
104923,504923,Potency,99.78,%,A
104924,504924,Content,93.0,%,I
104925,504925,Potency,93.73,%,I
104926,504926,Content,92.7,%,I
104927,504927,Potency,93.17,%,I
104928,504928,,94.15,%,I
104929,504929,Potency,92.96,%,I
104930,504930,,94.41,%,I
104931,504931,Potency,,%,I
104932,504932,,99.83,%,I
104933,504933,Potency,94.41,%,A
104934,504934,Content,96.14,%,I
104935,504935,,97.88,%,A
104936,504936,,90.13,%,I
104937,504937,,,%,I
104938,504938,Content,96.98,%,I
104939,504939,Content,99.81,%,A
104940,504940,Potency,98.49,%,A
104941,504941,,92.09,%,I
104942,504942,Content,97.53,%,I
104943,504943,Content,,%,I
104944,504944,,97.45,%,A
104945,504945,Potency,98.15,%,A
104946,504946,,94.86,%,A
104947,504947,,93.83,%,A
104948,504948,,94.27,%,I
104949,504949,Potency,93.94,%,A
104950,504950,Potency,,%,I
104951,504951,,90.94,%,I
104952,504952,Potency,91.61,%,A
104953,504953,Potency,99.38,%,A
104954,504954,Content,,%,A
104955,504955,,,%,A
104956,504956,,96.45,%,I
104957,504957,Potency,97.38,%,I
104958,504958,Content,94.64,%,A
104959,504959,Potency,94.3,%,I
104960,504960,,97.07,%,A
104961,504961,Potency,,%,I
104962,504962,,98.86,%,A
104963,504963,Content,91.05,%,A
104964,504964,Potency,92.36,%,A
104965,504965,,98.63,%,I
104966,504966,Potency,97.07,%,A
104967,504967,,94.61,%,I
104968,504968,Content,91.09,%,I
104969,504969,Potency,99.4,%,A
104970,504970,Potency,92.49,%,I
104971,504971,Potency,93.7,%,A
104972,504972,,93.71,%,A
104973,504973,,90.95,%,A
104974,504974,Content,,%,A
104975,504975,Potency,96.22,%,A
104976,504976,Content,94.49,%,A
104977,504977,,91.62,%,A
104978,504978,,94.74,%,I
104979,504979,,95.55,%,I
104980,504980,Content,95.06,%,A
104981,504981,Content,,%,I
104982,504982,,90.56,%,A
104983,504983,,97.42,%,I
104984,504984,,97.94,%,I
104985,504985,Content,99.3,%,A
104986,504986,Potency,99.96,%,A
104987,504987,Content,94.51,%,A
104988,504988,,96.73,%,I
104989,504989,Content,98.86,%,A
104990,504990,Content,94.31,%,I
104991,504991,Potency,99.65,%,I
104992,504992,Potency,,%,A
104993,504993,Content,96.45,%,A
104994,504994,Content,92.2,%,A
104995,504995,Potency,,%,A
104996,504996,,96.05,%,A
104997,504997,Potency,95.91,%,I
104998,504998,Potency,92.53,%,I
104999,504999,,90.2,%,I
105000,505000,,,%,A
105001,505001,Potency,91.57,%,A
105002,505002,,,%,I
105003,505003,Potency,92.02,%,A
105004,505004,Potency,90.93,%,A
105005,505005,,91.63,%,A
105006,505006,Potency,98.3,%,I
105007,505007,Potency,93.37,%,I
105008,505008,,,%,I
105009,505009,Content,97.43,%,A
105010,505010,Content,97.19,%,A
105011,505011,,92.31,%,I
105012,505012,Potency,94.85,%,A
105013,505013,,92.88,%,A
105014,505014,Content,96.69,%,A
105015,505015,Content,98.5,%,I
105016,505016,,,%,I
105017,505017,Content,96.29,%,I
105018,505018,Potency,98.89,%,I
105019,505019,Potency,97.91,%,A
105020,505020,Content,92.38,%,A
105021,505021,Content,97.63,%,A
105022,505022,Potency,95.19,%,I
105023,505023,Potency,92.97,%,I
105024,505024,Content,98.67,%,A
105025,505025,Content,94.08,%,A
105026,505026,,99.95,%,A
105027,505027,Potency,95.11,%,I
105028,505028,Potency,90.58,%,I
105029,505029,Content,93.06,%,I
105030,505030,Potency,93.97,%,A
105031,505031,Content,95.12,%,I
105032,505032,,92.39,%,A
105033,505033,Potency,99.13,%,A
105034,505034,,97.31,%,A
105035,505035,Potency,92.6,%,I
105036,505036,Content,99.59,%,I
105037,505037,Content,91.9,%,A
105038,505038,,95.98,%,I
105039,505039,Content,95.66,%,I
105040,505040,,90.34,%,I
105041,505041,,90.87,%,A
105042,505042,Content,96.94,%,A
105043,505043,Potency,98.75,%,A
105044,505044,Content,95.81,%,A
105045,505045,Content,93.62,%,A
105046,505046,,93.93,%,I
105047,505047,Content,93.91,%,A
105048,505048,Content,93.46,%,A
105049,505049,Content,95.03,%,A
105050,505050,,93.24,%,I
105051,505051,Potency,98.38,%,I
105052,505052,,92.7,%,A
105053,505053,Content,,%,A
105054,505054,,91.97,%,A
105055,505055,Potency,90.8,%,I
105056,505056,Content,93.27,%,I
105057,505057,Content,97.68,%,A
105058,505058,Content,96.47,%,I
105059,505059,,96.35,%,I
105060,505060,Content,93.46,%,A
105061,505061,,,%,I
105062,505062,Potency,97.46,%,I
105063,505063,,90.14,%,I
105064,505064,Content,96.32,%,A
105065,505065,Content,93.79,%,I
105066,505066,Potency,96.51,%,A
105067,505067,Potency,92.65,%,A
105068,505068,Content,,%,I
105069,505069,Content,98.2,%,I
105070,505070,Potency,90.92,%,A
105071,505071,Potency,94.93,%,I
105072,505072,Potency,96.34,%,I
105073,505073,Potency,,%,A
105074,505074,Potency,98.48,%,A
105075,505075,Potency,96.36,%,I
105076,505076,Potency,91.6,%,I
105077,505077,,96.31,%,A
105078,505078,Potency,90.45,%,I
105079,505079,Potency,95.43,%,I
105080,505080,Potency,99.53,%,A
105081,505081,Potency,95.87,%,I
105082,505082,Content,91.35,%,I
105083,505083,Content,92.72,%,I
105084,505084,Potency,90.78,%,A
105085,505085,Content,96.78,%,A
105086,505086,Content,90.66,%,A
105087,505087,Potency,93.75,%,A
105088,505088,Potency,97.63,%,A
105089,505089,Content,97.3,%,A
105090,505090,Potency,99.98,%,I
105091,505091,,,%,A
105092,505092,Content,92.0,%,I
105093,505093,Potency,92.06,%,I
105094,505094,Potency,91.23,%,A
105095,505095,Potency,96.72,%,I
105096,505096,Potency,96.84,%,A
105097,505097,Potency,95.8,%,I
105098,505098,Potency,91.65,%,I
105099,505099,Potency,90.52,%,A
105100,505100,Potency,97.46,%,I
105101,505101,Potency,92.71,%,I
105102,505102,,91.24,%,A
105103,505103,Potency,90.16,%,I
105104,505104,Content,90.9,%,A
105105,505105,Potency,99.84,%,I
105106,505106,Potency,96.41,%,I
105107,505107,,99.51,%,A
105108,505108,Potency,,%,I
105109,505109,,95.48,%,A
105110,505110,,93.28,%,A
105111,505111,,96.4,%,I
105112,505112,,96.14,%,I
105113,505113,Potency,96.34,%,A
105114,505114,Potency,91.15,%,I
105115,505115,Content,95.03,%,I
105116,505116,,94.81,%,I
105117,505117,Potency,,%,A
105118,505118,,99.98,%,A
105119,505119,Potency,97.56,%,I
105120,505120,Potency,98.79,%,I
105121,505121,,94.4,%,I
105122,505122,Potency,91.57,%,A
105123,505123,,92.85,%,I
105124,505124,Content,,%,A
105125,505125,,,%,I
105126,505126,Content,90.0,%,I
105127,505127,,95.18,%,A
105128,505128,,98.85,%,A
105129,505129,Potency,94.08,%,A
105130,505130,Potency,99.5,%,A
105131,505131,,92.2,%,A
105132,505132,,96.58,%,I
105133,505133,Potency,97.54,%,I
105134,505134,Potency,95.44,%,A
105135,505135,Potency,,%,I
105136,505136,,97.83,%,A
105137,505137,Content,95.42,%,I
105138,505138,,96.55,%,I
105139,505139,,97.33,%,A
105140,505140,Potency,96.03,%,I
105141,505141,Potency,94.42,%,A
105142,505142,,93.03,%,A
105143,505143,Content,,%,I
105144,505144,Potency,99.87,%,A
105145,505145,,97.07,%,A
105146,505146,Potency,95.35,%,I
105147,505147,Content,,%,I
105148,505148,Potency,94.41,%,A
105149,505149,Content,99.41,%,I
105150,505150,Content,98.46,%,I
105151,505151,Potency,,%,I
105152,505152,,90.6,%,I
105153,505153,Potency,,%,A
105154,505154,,92.73,%,A
105155,505155,Potency,91.3,%,I
105156,505156,,92.82,%,I
105157,505157,Content,99.61,%,A
105158,505158,Content,94.12,%,A
105159,505159,Potency,98.01,%,A
105160,505160,Potency,99.09,%,I
105161,505161,Potency,,%,A
105162,505162,,91.48,%,A
105163,505163,Content,90.42,%,A
105164,505164,Content,93.72,%,A
105165,505165,,96.13,%,A
105166,505166,Potency,95.5,%,I
105167,505167,Potency,98.52,%,A
105168,505168,,92.93,%,I
105169,505169,Potency,93.2,%,I
105170,505170,Potency,93.0,%,A
105171,505171,Potency,99.16,%,A
105172,505172,Content,94.93,%,I
105173,505173,Potency,97.19,%,I
105174,505174,,,%,A
105175,505175,Content,95.55,%,A
105176,505176,Content,91.11,%,I
105177,505177,Content,92.49,%,I
105178,505178,Potency,90.67,%,A
105179,505179,Potency,97.29,%,I
105180,505180,Potency,92.91,%,I
105181,505181,Potency,97.65,%,A
105182,505182,Content,90.13,%,I
105183,505183,,95.73,%,A
105184,505184,,92.85,%,I
105185,505185,Potency,97.26,%,I
105186,505186,,97.92,%,I
105187,505187,,96.96,%,I
105188,505188,Potency,90.1,%,I
105189,505189,Potency,94.97,%,A
105190,505190,Content,93.28,%,A
105191,505191,,90.83,%,I
105192,505192,Content,90.34,%,A
105193,505193,Potency,94.79,%,A
105194,505194,Content,95.46,%,A
105195,505195,Content,97.42,%,I
105196,505196,Potency,94.29,%,I
105197,505197,,99.94,%,A
105198,505198,Content,94.59,%,A
105199,505199,Potency,93.26,%,A
105200,505200,Content,94.44,%,A
105201,505201,Potency,95.27,%,I
105202,505202,Content,98.71,%,I
105203,505203,,93.29,%,A
105204,505204,Potency,91.52,%,A
105205,505205,,91.16,%,I
105206,505206,,91.93,%,I
105207,505207,,94.32,%,I
105208,505208,,93.63,%,I
105209,505209,Potency,94.01,%,I
105210,505210,Content,90.59,%,I
105211,505211,Potency,92.28,%,A
105212,505212,Potency,95.23,%,A
105213,505213,Content,90.61,%,I
105214,505214,Content,97.82,%,I
105215,505215,Potency,90.84,%,A
105216,505216,Content,96.24,%,I
105217,505217,Potency,96.75,%,I
105218,505218,Content,93.91,%,A
105219,505219,Content,96.86,%,A
105220,505220,,91.34,%,A
105221,505221,,92.97,%,I
105222,505222,,95.68,%,I
105223,505223,Potency,95.62,%,I
105224,505224,Potency,92.67,%,A
105225,505225,,97.11,%,I
105226,505226,Potency,91.6,%,I
105227,505227,Content,,%,A
105228,505228,Content,,%,I
105229,505229,Potency,97.81,%,I
105230,505230,Potency,,%,A
105231,505231,Content,92.24,%,A
105232,505232,,93.24,%,I
105233,505233,Potency,93.17,%,I
105234,505234,Potency,90.18,%,A
105235,505235,Potency,98.68,%,A
105236,505236,Potency,98.43,%,A
105237,505237,,90.7,%,I
105238,505238,,98.41,%,I
105239,505239,Content,98.62,%,I
105240,505240,Potency,96.66,%,A
105241,505241,Content,94.51,%,A
105242,505242,Potency,92.32,%,I
105243,505243,Content,95.94,%,I
105244,505244,Potency,96.77,%,I
105245,505245,Potency,,%,A
105246,505246,Potency,97.03,%,A
105247,505247,Content,93.9,%,A
105248,505248,,92.37,%,A
105249,505249,Content,95.0,%,A
105250,505250,,97.15,%,I
105251,505251,Content,92.62,%,A
105252,505252,Content,95.78,%,A
105253,505253,,,%,A
105254,505254,,97.96,%,I
105255,505255,Potency,96.99,%,I
105256,505256,Potency,93.06,%,A
105257,505257,Potency,97.39,%,A
105258,505258,,91.94,%,A
105259,505259,Potency,99.91,%,A
105260,505260,,,%,A
105261,505261,Potency,92.57,%,I
105262,505262,Content,90.13,%,I
105263,505263,Potency,98.33,%,A
105264,505264,,97.41,%,A
105265,505265,,96.0,%,A
105266,505266,Potency,,%,A
105267,505267,,96.46,%,I
105268,505268,Content,94.57,%,A
105269,505269,Potency,97.31,%,I
105270,505270,,99.56,%,I
105271,505271,Potency,96.93,%,I
105272,505272,Content,98.94,%,A
105273,505273,,96.81,%,I
105274,505274,Content,92.5,%,A
105275,505275,Potency,99.17,%,A
105276,505276,Content,96.42,%,A
105277,505277,Content,91.7,%,I
105278,505278,,95.06,%,A
105279,505279,Potency,93.62,%,I
105280,505280,,99.3,%,I
105281,505281,Content,99.15,%,I
105282,505282,Content,98.46,%,I
105283,505283,,95.74,%,A
105284,505284,Potency,95.26,%,A
105285,505285,Content,97.2,%,A
105286,505286,,97.56,%,A
105287,505287,Content,92.25,%,A
105288,505288,Content,96.22,%,I
105289,505289,Potency,96.05,%,A
105290,505290,Potency,97.11,%,A
105291,505291,,99.14,%,I
105292,505292,Content,92.17,%,I
105293,505293,Potency,,%,A
105294,505294,,99.09,%,I
105295,505295,,92.4,%,A
105296,505296,,97.27,%,A
105297,505297,Potency,98.84,%,A
105298,505298,Content,90.15,%,I
105299,505299,,92.98,%,I
105300,505300,Potency,93.54,%,I
105301,505301,Content,,%,A
105302,505302,,97.87,%,I
105303,505303,Potency,96.76,%,I
105304,505304,Content,95.32,%,I
105305,505305,,,%,A
105306,505306,Potency,98.93,%,I
105307,505307,Content,,%,I
105308,505308,Content,96.56,%,A
105309,505309,Content,,%,A
105310,505310,,91.4,%,I
105311,505311,Content,90.53,%,I
105312,505312,Content,92.23,%,I
105313,505313,Potency,99.18,%,I
105314,505314,Potency,95.29,%,A
105315,505315,Content,100.0,%,A
105316,505316,,91.78,%,I
105317,505317,Content,,%,A
105318,505318,,96.12,%,I
105319,505319,Content,,%,A
105320,505320,Potency,97.71,%,A
105321,505321,Content,94.17,%,I
105322,505322,Potency,91.68,%,I
105323,505323,Content,91.84,%,I
105324,505324,Potency,92.47,%,I
105325,505325,,90.1,%,A
105326,505326,Content,97.85,%,A
105327,505327,Content,92.67,%,A
105328,505328,Content,,%,A
105329,505329,Content,96.78,%,I
105330,505330,,93.49,%,I
105331,505331,Potency,92.03,%,I
105332,505332,,97.88,%,A
