sample_number,test_number,name,entry,units,status
15111,10111,Content,91.31,%,A
15112,10112,Content,97.18,%,A
15113,10113,Content,96.38,%,A
15114,10114,Potency,94.04,%,A
15115,10115,Content,94.17,%,A
15116,10116,Content,95.99,%,A
15117,10117,Potency,97.51,%,A
15118,10118,Content,93.39,%,A
15119,10119,Content,95.03,%,A
15120,10120,Content,93.83,%,A
15121,10121,Content,97.31,%,A
15122,10122,Potency,91.27,%,A
15123,10123,Potency,92.28,%,A
15124,10124,Content,93.85,%,A
15125,10125,Content,93.26,%,A
15126,10126,Potency,90.97,%,A
15127,10127,Content,98.8,%,A
15128,10128,Content,99.76,%,A
15129,10129,Content,90.26,%,A
15130,10130,Potency,91.52,%,A
15131,10131,Content,95.59,%,A
15132,10132,Potency,91.73,%,A
15133,10133,Potency,95.03,%,A
15134,10134,Potency,90.26,%,A
15135,10135,Content,93.61,%,A
15136,10136,Content,91.13,%,A
15137,10137,Potency,99.87,%,A
15138,10138,Content,97.97,%,A
15139,10139,Content,96.26,%,A
15140,10140,Content,96.6,%,A
15141,10141,Content,91.0,%,A
15142,10142,Content,97.13,%,A
15143,10143,Potency,98.19,%,A
15144,10144,Content,91.9,%,A
15145,10145,Content,96.06,%,A
15146,10146,Content,93.89,%,A
15147,10147,Content,92.37,%,A
15148,10148,Potency,93.59,%,A
15149,10149,Content,91.0,%,A
15150,10150,Potency,94.76,%,A
15151,10151,Potency,92.05,%,A
15152,10152,Content,99.95,%,A
15153,10153,Potency,98.76,%,A
15154,10154,Content,94.96,%,A
15155,10155,Content,90.56,%,A
15156,10156,Content,93.37,%,A
15157,10157,Content,91.24,%,A
15158,10158,Potency,99.32,%,A
15159,10159,Content,90.69,%,A
15160,10160,Content,93.35,%,A
15161,10161,Potency,92.69,%,A
15162,10162,Potency,98.82,%,A
15163,10163,Potency,95.79,%,A
15164,10164,Potency,94.39,%,A
15165,10165,Potency,91.59,%,A
15166,10166,Content,94.94,%,A
15167,10167,Potency,95.69,%,A
15168,10168,Content,91.4,%,A
15169,10169,Content,92.48,%,A
15170,10170,Content,98.15,%,A
15171,10171,Content,97.66,%,A
15172,10172,Content,93.37,%,A
15173,10173,Content,92.58,%,A
15174,10174,Potency,97.21,%,A
15175,10175,Potency,90.59,%,A
15176,10176,Potency,98.81,%,A
15177,10177,Content,99.51,%,A
15178,10178,Potency,92.12,%,A
15179,10179,Content,90.19,%,A
15180,10180,Content,92.59,%,A
15181,10181,Content,98.23,%,A
15182,10182,Potency,95.3,%,A
15183,10183,Content,90.65,%,A
15184,10184,Potency,98.92,%,A
15185,10185,Potency,93.6,%,A
15186,10186,Potency,94.82,%,A
15187,10187,Content,90.99,%,A
15188,10188,Potency,95.05,%,A
15189,10189,Potency,93.47,%,A
15190,10190,Content,95.42,%,A
15191,10191,Content,91.15,%,A
15192,10192,Potency,93.56,%,A
15193,10193,Content,96.83,%,A
15194,10194,Content,93.4,%,A
15195,10195,Potency,99.88,%,A
15196,10196,Content,98.15,%,A
15197,10197,Potency,90.16,%,A
15198,10198,Content,99.51,%,A
15199,10199,Content,92.32,%,A
15200,10200,Content,92.84,%,A
15201,10201,Content,95.6,%,A
15202,10202,Potency,96.69,%,A
15203,10203,Content,95.54,%,A
15204,10204,Content,93.7,%,A
15205,10205,Content,94.34,%,A
15206,10206,Content,92.66,%,A
15207,10207,Content,99.62,%,A
15208,10208,Potency,93.56,%,A
15209,10209,Potency,94.56,%,A
15210,10210,Content,99.37,%,A
15211,10211,Potency,98.49,%,A
15212,10212,Potency,90.02,%,A
15213,10213,Potency,96.54,%,A
15214,10214,Potency,97.1,%,A
15215,10215,Content,93.81,%,A
15216,10216,Content,90.71,%,A
15217,10217,Content,92.76,%,A
15218,10218,Content,98.11,%,A
15219,10219,Content,100.0,%,A
15220,10220,Content,92.14,%,A
15221,10221,Content,99.21,%,A
15222,10222,Potency,96.25,%,A
15223,10223,Potency,93.4,%,A
15224,10224,Content,91.0,%,A
15225,10225,Potency,90.48,%,A
15226,10226,Content,90.76,%,A
15227,10227,Potency,90.53,%,A
15228,10228,Content,97.31,%,A
15229,10229,Potency,97.46,%,A
15230,10230,Content,94.87,%,A
15231,10231,Potency,93.96,%,A
15232,10232,Content,95.65,%,A
15233,10233,Potency,92.77,%,A
15234,10234,Content,93.8,%,A
15235,10235,Content,94.7,%,A
15236,10236,Potency,99.17,%,A
15237,10237,Potency,99.1,%,A
15238,10238,Potency,96.76,%,A
15239,10239,Content,92.25,%,A
15240,10240,Content,96.67,%,A
15241,10241,Potency,90.9,%,A
15242,10242,Potency,92.46,%,A
15243,10243,Potency,94.88,%,A
15244,10244,Content,91.36,%,A
15245,10245,Content,92.99,%,A
15246,10246,Content,99.47,%,A
15247,10247,Potency,96.61,%,A
15248,10248,Content,90.91,%,A
15249,10249,Content,90.48,%,A
15250,10250,Content,93.94,%,A
15251,10251,Content,91.91,%,A
15252,10252,Potency,99.78,%,A
15253,10253,Content,97.8,%,A
15254,10254,Content,97.34,%,A
15255,10255,Potency,97.66,%,A
15256,10256,Potency,97.96,%,A
15257,10257,Content,94.38,%,A
15258,10258,Potency,98.39,%,A
15259,10259,Potency,97.16,%,A
15260,10260,Potency,98.79,%,A
15261,10261,Potency,97.82,%,A
15262,10262,Content,93.84,%,A
15263,10263,Content,91.46,%,A
15264,10264,Content,91.64,%,A
15265,10265,Potency,96.02,%,A
15266,10266,Potency,98.33,%,A
15267,10267,Potency,99.62,%,A
15268,10268,Content,96.73,%,A
15269,10269,Potency,98.23,%,A
15270,10270,Potency,97.55,%,A
15271,10271,Content,95.52,%,A
15272,10272,Potency,95.05,%,A
15273,10273,Content,99.29,%,A
15274,10274,Content,91.49,%,A
15275,10275,Content,96.73,%,A
15276,10276,Potency,99.53,%,A
15277,10277,Content,94.54,%,A
15278,10278,Content,96.64,%,A
15279,10279,Content,97.31,%,A
15280,10280,Potency,99.18,%,A
15281,10281,Potency,98.31,%,A
15282,10282,Content,99.68,%,A
15283,10283,Potency,90.98,%,A
15284,10284,Potency,94.17,%,A
15285,10285,Content,99.82,%,A
15286,10286,Potency,90.98,%,A
15287,10287,Potency,92.37,%,A
15288,10288,Potency,94.84,%,A
15289,10289,Content,94.52,%,A
15290,10290,Content,96.26,%,A
15291,10291,Content,98.4,%,A
15292,10292,Potency,93.46,%,A
15293,10293,Potency,91.27,%,A
15294,10294,Potency,99.85,%,A
15295,10295,Potency,96.95,%,A
15296,10296,Potency,91.71,%,A
15297,10297,Potency,99.63,%,A
15298,10298,Potency,95.77,%,A
15299,10299,Content,91.85,%,A
15300,10300,Potency,91.43,%,A
15301,10301,Content,97.56,%,A
15302,10302,Content,97.5,%,A
15303,10303,Content,91.89,%,A
15304,10304,Content,97.02,%,A
15305,10305,Potency,98.12,%,A
15306,10306,Potency,94.85,%,A
15307,10307,Potency,92.31,%,A
15308,10308,Content,94.54,%,A
15309,10309,Potency,91.16,%,A
15310,10310,Potency,90.99,%,A
15311,10311,Content,92.76,%,A
15312,10312,Content,91.92,%,A
15313,10313,Content,90.07,%,A
15314,10314,Potency,93.71,%,A
15315,10315,Potency,90.08,%,A
15316,10316,Content,91.73,%,A
15317,10317,Potency,97.55,%,A
15318,10318,Potency,91.42,%,A
15319,10319,Potency,96.42,%,A
15320,10320,Content,98.25,%,A
15321,10321,Content,92.26,%,A
15322,10322,Potency,92.48,%,A
15323,10323,Potency,90.98,%,A
15324,10324,Potency,95.85,%,A
15325,10325,Potency,91.87,%,A
15326,10326,Content,94.44,%,A
15327,10327,Content,99.26,%,A
15328,10328,Potency,94.74,%,A
15329,10329,Content,90.37,%,A
15330,10330,Content,93.15,%,A
15331,10331,Content,99.72,%,A
15332,10332,Potency,98.58,%,A
15333,10333,Potency,90.38,%,A
15334,10334,Potency,93.24,%,A
15335,10335,Potency,96.81,%,A
15336,10336,Content,99.13,%,A
15337,10337,Potency,91.43,%,A
15338,10338,Content,93.12,%,A
15339,10339,Potency,98.12,%,A
15340,10340,Content,93.25,%,A
15341,10341,Potency,99.46,%,A
15342,10342,Content,97.62,%,A
15343,10343,Potency,92.45,%,A
15344,10344,Content,97.19,%,A
15345,10345,Content,94.73,%,A
15346,10346,Potency,97.82,%,A
15347,10347,Potency,91.43,%,A
15348,10348,Content,98.07,%,A
15349,10349,Content,90.85,%,A
15350,10350,Potency,96.45,%,A
15351,10351,Potency,93.56,%,A
15352,10352,Content,92.4,%,A
15353,10353,Potency,95.77,%,A
15354,10354,Content,97.04,%,A
15355,10355,Potency,99.4,%,A
15356,10356,Content,99.28,%,A
15357,10357,Potency,96.08,%,A
15358,10358,Content,93.01,%,A
15359,10359,Potency,98.76,%,A
15360,10360,Content,99.18,%,A
15361,10361,Content,95.8,%,A
15362,10362,Potency,94.43,%,A
15363,10363,Content,97.82,%,A
15364,10364,Content,97.42,%,A
15365,10365,Content,92.72,%,A
15366,10366,Content,96.74,%,A
15367,10367,Potency,93.64,%,A
15368,10368,Content,99.6,%,A
15369,10369,Content,91.53,%,A
15370,10370,Potency,98.86,%,A
15371,10371,Content,95.11,%,A
15372,10372,Content,96.05,%,A
15373,10373,Potency,95.99,%,A
15374,10374,Potency,94.98,%,A
15375,10375,Potency,94.49,%,A
15376,10376,Content,97.88,%,A
15377,10377,Potency,90.27,%,A
15378,10378,Content,98.49,%,A
15379,10379,Potency,96.82,%,A
15380,10380,Potency,99.62,%,A
15381,10381,Content,94.75,%,A
15382,10382,Potency,92.76,%,A
15383,10383,Potency,99.11,%,A
15384,10384,Potency,95.28,%,A
15385,10385,Content,94.04,%,A
15386,10386,Content,96.55,%,A
15387,10387,Potency,93.97,%,A
15388,10388,Content,98.15,%,A
15389,10389,Content,90.52,%,A
15390,10390,Content,99.23,%,A
15391,10391,Content,97.61,%,A
15392,10392,Content,91.4,%,A
15393,10393,Content,91.38,%,A
15394,10394,Potency,97.86,%,A
15395,10395,Potency,90.08,%,A
15396,10396,Potency,93.23,%,A
15397,10397,Potency,93.71,%,A
15398,10398,Content,96.6,%,A
15399,10399,Content,96.0,%,A
15400,10400,Content,92.82,%,A
15401,10401,Content,91.51,%,A
15402,10402,Potency,99.27,%,A
15403,10403,Content,96.63,%,A
15404,10404,Potency,97.17,%,A
15405,10405,Content,95.56,%,A
15406,10406,Potency,94.39,%,A
15407,10407,Potency,93.79,%,A
15408,10408,Potency,96.51,%,A
15409,10409,Potency,93.01,%,A
15410,10410,Potency,92.7,%,A
15411,10411,Potency,94.43,%,A
15412,10412,Potency,93.22,%,A
15413,10413,Content,94.07,%,A
15414,10414,Potency,93.03,%,A
15415,10415,Potency,91.13,%,A
15416,10416,Potency,98.52,%,A
15417,10417,Potency,98.69,%,A
15418,10418,Content,90.5,%,A
15419,10419,Potency,98.93,%,A
15420,10420,Potency,99.85,%,A
15421,10421,Content,97.2,%,A
15422,10422,Content,96.51,%,A
15423,10423,Content,91.79,%,A
15424,10424,Potency,92.59,%,A
15425,10425,Potency,94.06,%,A
15426,10426,Potency,96.88,%,A
15427,10427,Potency,94.15,%,A
15428,10428,Content,97.42,%,A
15429,10429,Content,93.88,%,A
15430,10430,Potency,97.33,%,A
15431,10431,Potency,99.91,%,A
15432,10432,Potency,99.56,%,A
15433,10433,Potency,92.32,%,A
15434,10434,Potency,91.42,%,A
15435,10435,Potency,96.51,%,A
15436,10436,Potency,92.0,%,A
15437,10437,Potency,95.77,%,A
15438,10438,Potency,96.01,%,A
15439,10439,Content,91.93,%,A
15440,10440,Content,90.12,%,A
15441,10441,Potency,99.62,%,A
15442,10442,Content,95.32,%,A
15443,10443,Potency,92.95,%,A
15444,10444,Content,93.78,%,A
15445,10445,Potency,92.79,%,A
15446,10446,Content,93.09,%,A
15447,10447,Content,95.32,%,A
15448,10448,Potency,99.48,%,A
15449,10449,Content,95.45,%,A
15450,10450,Potency,99.71,%,A
15451,10451,Potency,94.41,%,A
15452,10452,Potency,94.57,%,A
15453,10453,Content,92.19,%,A
15454,10454,Potency,95.48,%,A
15455,10455,Content,90.37,%,A
15456,10456,Potency,93.16,%,A
15457,10457,Content,99.92,%,A
15458,10458,Potency,98.39,%,A
15459,10459,Potency,90.09,%,A
15460,10460,Potency,95.03,%,A
15461,10461,Content,96.18,%,A
15462,10462,Content,92.46,%,A
15463,10463,Potency,96.04,%,A
15464,10464,Content,95.3,%,A
15465,10465,Content,92.28,%,A
15466,10466,Content,99.65,%,A
15467,10467,Content,92.73,%,A
15468,10468,Content,98.69,%,A
15469,10469,Content,97.43,%,A
15470,10470,Potency,93.73,%,A
15471,10471,Content,98.37,%,A
15472,10472,Potency,98.55,%,A
15473,10473,Content,94.29,%,A
15474,10474,Content,90.77,%,A
15475,10475,Potency,90.07,%,A
15476,10476,Potency,90.37,%,A
15477,10477,Content,91.0,%,A
15478,10478,Content,95.34,%,A
15479,10479,Content,94.88,%,A
15480,10480,Potency,98.24,%,A
15481,10481,Content,90.49,%,A
15482,10482,Potency,98.5,%,A
15483,10483,Potency,97.66,%,A
15484,10484,Potency,92.56,%,A
15485,10485,Potency,96.17,%,A
15486,10486,Content,95.69,%,A
15487,10487,Potency,91.58,%,A
15488,10488,Content,92.1,%,A
15489,10489,Potency,99.05,%,A
15490,10490,Content,96.29,%,A
15491,10491,Potency,94.23,%,A
15492,10492,Potency,91.9,%,A
15493,10493,Potency,95.93,%,A
15494,10494,Content,93.69,%,A
15495,10495,Content,92.33,%,A
15496,10496,Potency,92.62,%,A
15497,10497,Content,91.37,%,A
15498,10498,Potency,94.34,%,A
15499,10499,Content,91.79,%,A
15500,10500,Potency,96.51,%,A
15501,10501,Potency,92.57,%,A
15502,10502,Content,98.11,%,A
15503,10503,Potency,98.85,%,A
15504,10504,Potency,99.55,%,A
15505,10505,Potency,99.42,%,A
15506,10506,Content,92.64,%,A
15507,10507,Potency,92.86,%,A
15508,10508,Content,91.72,%,A
15509,10509,Content,92.8,%,A
15510,10510,Potency,95.04,%,A
15511,10511,Potency,90.12,%,A
15512,10512,Potency,90.02,%,A
15513,10513,Potency,90.06,%,A
15514,10514,Potency,90.18,%,A
15515,10515,Content,97.46,%,A
15516,10516,Content,96.43,%,A
15517,10517,Potency,92.84,%,A
15518,10518,Potency,96.06,%,A
15519,10519,Potency,92.42,%,A
15520,10520,Content,94.6,%,A
15521,10521,Content,93.6,%,A
15522,10522,Potency,93.17,%,A
15523,10523,Content,97.62,%,A
15524,10524,Content,98.63,%,A
15525,10525,Potency,94.47,%,A
15526,10526,Content,97.42,%,A
15527,10527,Content,96.98,%,A
15528,10528,Potency,92.5,%,A
15529,10529,Content,94.17,%,A
15530,10530,Content,96.29,%,A
15531,10531,Content,93.79,%,A
15532,10532,Potency,95.74,%,A
15533,10533,Content,94.24,%,A
15534,10534,Potency,93.62,%,A
15535,10535,Potency,94.59,%,A
15536,10536,Potency,98.35,%,A
15537,10537,Potency,90.7,%,A
15538,10538,Content,94.33,%,A
15539,10539,Potency,97.58,%,A
15540,10540,Content,93.89,%,A
15541,10541,Potency,90.98,%,A
15542,10542,Potency,99.99,%,A
15543,10543,Potency,98.52,%,A
15544,10544,Potency,97.63,%,A
15545,10545,Content,96.26,%,A
15546,10546,Content,92.39,%,A
15547,10547,Potency,93.69,%,A
15548,10548,Potency,92.02,%,A
15549,10549,Potency,98.82,%,A
15550,10550,Potency,96.45,%,A
15551,10551,Potency,91.76,%,A
15552,10552,Content,94.65,%,A
15553,10553,Potency,99.47,%,A
15554,10554,Content,91.5,%,A
15555,10555,Content,93.73,%,A
15556,10556,Potency,92.67,%,A
15557,10557,Potency,98.78,%,A
15558,10558,Content,92.09,%,A
15559,10559,Potency,95.56,%,A
15560,10560,Potency,90.95,%,A
15561,10561,Content,94.63,%,A
15562,10562,Potency,97.91,%,A
15563,10563,Potency,95.72,%,A
15564,10564,Content,97.12,%,A
15565,10565,Content,94.02,%,A
15566,10566,Content,98.46,%,A
15567,10567,Potency,91.84,%,A
15568,10568,Potency,97.19,%,A
15569,10569,Content,99.01,%,A
15570,10570,Content,90.14,%,A
15571,10571,Potency,98.79,%,A
15572,10572,Potency,92.51,%,A
15573,10573,Content,90.85,%,A
15574,10574,Potency,92.07,%,A
15575,10575,Potency,97.52,%,A
15576,10576,Potency,99.31,%,A
15577,10577,Content,98.88,%,A
15578,10578,Potency,91.57,%,A
15579,10579,Content,90.38,%,A
15580,10580,Potency,91.77,%,A
15581,10581,Content,97.47,%,A
15582,10582,Potency,97.21,%,A
15583,10583,Potency,91.09,%,A
15584,10584,Potency,90.55,%,A
15585,10585,Content,97.96,%,A
15586,10586,Content,94.88,%,A
15587,10587,Potency,95.24,%,A
15588,10588,Content,98.29,%,A
15589,10589,Content,93.95,%,A
15590,10590,Content,94.27,%,A
15591,10591,Content,93.0,%,A
15592,10592,Content,92.53,%,A
15593,10593,Potency,97.08,%,A
15594,10594,Potency,99.47,%,A
15595,10595,Content,94.63,%,A
15596,10596,Potency,94.13,%,A
15597,10597,Potency,90.08,%,A
15598,10598,Content,97.93,%,A
15599,10599,Potency,96.49,%,A
15600,10600,Content,95.11,%,A
15601,10601,Potency,96.55,%,A
15602,10602,Potency,94.99,%,A
15603,10603,Potency,98.27,%,A
15604,10604,Potency,92.42,%,A
15605,10605,Content,93.26,%,A
15606,10606,Content,95.58,%,A
15607,10607,Content,91.94,%,A
15608,10608,Potency,96.35,%,A
15609,10609,Potency,97.24,%,A
15610,10610,Content,91.84,%,A
15611,10611,Potency,94.96,%,A
15612,10612,Content,97.7,%,A
15613,10613,Potency,99.5,%,A
15614,10614,Potency,97.25,%,A
15615,10615,Potency,99.39,%,A
15616,10616,Content,97.95,%,A
15617,10617,Content,93.05,%,A
15618,10618,Potency,95.03,%,A
15619,10619,Potency,93.08,%,A
15620,10620,Potency,92.54,%,A
15621,10621,Potency,92.77,%,A
15622,10622,Content,95.44,%,A
15623,10623,Potency,91.47,%,A
15624,10624,Content,94.93,%,A
15625,10625,Potency,92.3,%,A
15626,10626,Content,96.53,%,A
15627,10627,Content,93.48,%,A
15628,10628,Potency,98.52,%,A
15629,10629,Content,92.78,%,A
15630,10630,Content,98.93,%,A
15631,10631,Potency,92.22,%,A
15632,10632,Potency,92.97,%,A
15633,10633,Content,95.03,%,A
15634,10634,Potency,98.99,%,A
15635,10635,Potency,90.3,%,A
15636,10636,Potency,96.47,%,A
15637,10637,Potency,98.75,%,A
15638,10638,Potency,99.25,%,A
15639,10639,Potency,90.46,%,A
15640,10640,Potency,96.84,%,A
15641,10641,Potency,99.55,%,A
15642,10642,Content,90.52,%,A
15643,10643,Content,97.12,%,A
15644,10644,Content,92.87,%,A
15645,10645,Potency,99.11,%,A
15646,10646,Content,90.14,%,A
15647,10647,Content,95.36,%,A
15648,10648,Content,97.2,%,A
15649,10649,Potency,94.9,%,A
15650,10650,Content,90.99,%,A
15651,10651,Potency,94.95,%,A
15652,10652,Potency,94.85,%,A
15653,10653,Potency,95.26,%,A
15654,10654,Content,98.38,%,A
15655,10655,Content,91.11,%,A
15656,10656,Potency,92.51,%,A
15657,10657,Content,98.87,%,A
15658,10658,Potency,90.93,%,A
15659,10659,Potency,90.35,%,A
15660,10660,Content,90.71,%,A
15661,10661,Content,90.69,%,A
15662,10662,Potency,91.19,%,A
15663,10663,Content,91.93,%,A
15664,10664,Content,93.1,%,A
15665,10665,Potency,91.24,%,A
15666,10666,Content,98.73,%,A
15667,10667,Potency,92.83,%,A
15668,10668,Content,97.13,%,A
15669,10669,Potency,97.04,%,A
15670,10670,Content,95.46,%,A
15671,10671,Content,90.8,%,A
15672,10672,Content,92.15,%,A
15673,10673,Content,96.86,%,A
15674,10674,Content,93.76,%,A
15675,10675,Potency,99.51,%,A
15676,10676,Potency,91.58,%,A
15677,10677,Content,96.18,%,A
15678,10678,Potency,91.64,%,A
15679,10679,Content,93.14,%,A
15680,10680,Content,97.82,%,A
15681,10681,Potency,97.77,%,A
15682,10682,Content,93.62,%,A
15683,10683,Content,93.89,%,A
15684,10684,Potency,96.69,%,A
15685,10685,Content,99.45,%,A
15686,10686,Potency,91.94,%,A
15687,10687,Potency,95.14,%,A
15688,10688,Content,92.46,%,A
15689,10689,Potency,90.52,%,A
15690,10690,Content,92.06,%,A
15691,10691,Potency,95.4,%,A
15692,10692,Content,98.34,%,A
15693,10693,Potency,91.2,%,A
15694,10694,Content,94.68,%,A
15695,10695,Potency,98.07,%,A
15696,10696,Potency,91.76,%,A
15697,10697,Potency,90.69,%,A
15698,10698,Content,96.3,%,A
15699,10699,Potency,95.35,%,A
15700,10700,Potency,92.93,%,A
15701,10701,Potency,93.56,%,A
15702,10702,Potency,94.77,%,A
15703,10703,Content,96.68,%,A
15704,10704,Content,96.42,%,A
15705,10705,Potency,92.34,%,A
15706,10706,Potency,98.04,%,A
15707,10707,Content,96.64,%,A
15708,10708,Content,95.08,%,A
15709,10709,Potency,90.21,%,A
15710,10710,Potency,94.82,%,A
15711,10711,Potency,94.05,%,A
15712,10712,Potency,91.2,%,A
15713,10713,Potency,95.78,%,A
15714,10714,Potency,95.5,%,A
15715,10715,Potency,96.0,%,A
15716,10716,Content,96.99,%,A
15717,10717,Content,92.33,%,A
15718,10718,Content,92.41,%,A
15719,10719,Potency,92.74,%,A
15720,10720,Potency,95.8,%,A
15721,10721,Potency,98.83,%,A
15722,10722,Content,97.63,%,A
15723,10723,Content,98.61,%,A
15724,10724,Potency,98.93,%,A
15725,10725,Potency,97.29,%,A
15726,10726,Content,94.78,%,A
15727,10727,Content,90.92,%,A
15728,10728,Potency,92.89,%,A
15729,10729,Potency,96.38,%,A
15730,10730,Potency,98.62,%,A
15731,10731,Potency,93.18,%,A
15732,10732,Content,92.2,%,A
15733,10733,Potency,90.81,%,A
15734,10734,Potency,91.22,%,A
15735,10735,Content,96.44,%,A
15736,10736,Potency,94.31,%,A
15737,10737,Potency,99.91,%,A
15738,10738,Content,94.11,%,A
15739,10739,Content,94.23,%,A
15740,10740,Content,99.86,%,A
15741,10741,Potency,90.41,%,A
15742,10742,Content,91.86,%,A
15743,10743,Content,90.77,%,A
15744,10744,Potency,92.89,%,A
15745,10745,Potency,98.53,%,A
15746,10746,Content,95.7,%,A
15747,10747,Content,97.19,%,A
15748,10748,Potency,91.82,%,A
15749,10749,Potency,97.33,%,A
15750,10750,Content,96.02,%,A
15751,10751,Content,94.15,%,A
15752,10752,Content,98.62,%,A
15753,10753,Potency,90.37,%,A
15754,10754,Potency,94.45,%,A
15755,10755,Content,90.01,%,A
15756,10756,Potency,94.91,%,A
15757,10757,Potency,90.5,%,A
15758,10758,Potency,91.02,%,A
15759,10759,Potency,95.89,%,A
15760,10760,Potency,99.67,%,A
15761,10761,Content,94.3,%,A
15762,10762,Content,92.72,%,A
15763,10763,Content,92.07,%,A
15764,10764,Potency,98.49,%,A
15765,10765,Content,91.69,%,A
15766,10766,Content,96.78,%,A
15767,10767,Content,97.2,%,A
15768,10768,Potency,97.42,%,A
15769,10769,Content,92.53,%,A
15770,10770,Potency,94.35,%,A
15771,10771,Content,91.5,%,A
15772,10772,Content,97.21,%,A
15773,10773,Content,98.77,%,A
15774,10774,Potency,96.77,%,A
15775,10775,Potency,95.1,%,A
15776,10776,Content,92.58,%,A
15777,10777,Potency,97.54,%,A
15778,10778,Content,92.4,%,A
15779,10779,Content,99.82,%,A
15780,10780,Content,94.37,%,A
15781,10781,Potency,99.64,%,A
15782,10782,Content,92.22,%,A
15783,10783,Content,91.95,%,A
15784,10784,Potency,93.38,%,A
15785,10785,Content,99.48,%,A
15786,10786,Content,92.16,%,A
15787,10787,Potency,94.68,%,A
15788,10788,Potency,92.59,%,A
15789,10789,Content,97.52,%,A
15790,10790,Potency,91.75,%,A
15791,10791,Content,92.63,%,A
15792,10792,Potency,97.94,%,A
15793,10793,Potency,99.69,%,A
15794,10794,Content,91.81,%,A
15795,10795,Content,94.15,%,A
15796,10796,Content,96.36,%,A
15797,10797,Potency,91.27,%,A
15798,10798,Content,90.7,%,A
15799,10799,Content,98.02,%,A
15800,10800,Potency,96.68,%,A
15801,10801,Content,90.57,%,A
15802,10802,Potency,94.5,%,A
15803,10803,Content,97.5,%,A
15804,10804,Content,92.36,%,A
15805,10805,Content,90.59,%,A
15806,10806,Content,96.03,%,A
15807,10807,Potency,99.56,%,A
15808,10808,Content,98.09,%,A
15809,10809,Potency,96.27,%,A
15810,10810,Potency,92.05,%,A
15811,10811,Content,95.87,%,A
15812,10812,Content,97.49,%,A
15813,10813,Potency,90.94,%,A
15814,10814,Content,96.82,%,A
15815,10815,Content,93.24,%,A
15816,10816,Content,96.87,%,A
15817,10817,Content,95.96,%,A
15818,10818,Content,99.25,%,A
15819,10819,Potency,92.99,%,A
15820,10820,Potency,91.41,%,A
15821,10821,Potency,90.49,%,A
15822,10822,Content,90.85,%,A
15823,10823,Potency,97.31,%,A
15824,10824,Potency,91.54,%,A
15825,10825,Content,97.57,%,A
15826,10826,Potency,96.08,%,A
15827,10827,Content,98.07,%,A
15828,10828,Content,93.69,%,A
15829,10829,Potency,98.4,%,A
15830,10830,Potency,99.83,%,A
15831,10831,Content,92.07,%,A
15832,10832,Potency,91.19,%,A
15833,10833,Content,90.72,%,A
15834,10834,Potency,96.21,%,A
15835,10835,Content,93.41,%,A
15836,10836,Potency,92.82,%,A
15837,10837,Content,91.42,%,A
15838,10838,Potency,94.1,%,A
15839,10839,Content,99.47,%,A
15840,10840,Potency,99.96,%,A
15841,10841,Content,99.28,%,A
15842,10842,Potency,97.51,%,A
15843,10843,Content,95.88,%,A
15844,10844,Potency,90.04,%,A
15845,10845,Content,93.57,%,A
15846,10846,Potency,92.8,%,A
15847,10847,Content,94.76,%,A
15848,10848,Potency,95.66,%,A
15849,10849,Potency,91.97,%,A
15850,10850,Content,91.0,%,A
15851,10851,Content,96.59,%,A
15852,10852,Potency,96.86,%,A
15853,10853,Content,90.92,%,A
15854,10854,Potency,99.25,%,A
15855,10855,Content,94.85,%,A
15856,10856,Potency,91.98,%,A
15857,10857,Content,98.21,%,A
15858,10858,Content,92.04,%,A
15859,10859,Content,90.47,%,A
15860,10860,Potency,98.96,%,A
15861,10861,Potency,90.56,%,A
15862,10862,Content,96.64,%,A
15863,10863,Content,92.11,%,A
15864,10864,Potency,94.23,%,A
15865,10865,Potency,98.98,%,A
15866,10866,Content,98.41,%,A
15867,10867,Content,99.8,%,A
15868,10868,Content,98.38,%,A
15869,10869,Content,97.28,%,A
15870,10870,Content,97.27,%,A
15871,10871,Potency,97.64,%,A
15872,10872,Potency,95.18,%,A
15873,10873,Content,92.17,%,A
15874,10874,Potency,94.96,%,A
15875,10875,Potency,95.63,%,A
15876,10876,Content,91.44,%,A
15877,10877,Content,90.84,%,A
15878,10878,Content,98.8,%,A
15879,10879,Content,95.64,%,A
15880,10880,Potency,92.35,%,A
15881,10881,Potency,94.82,%,A
15882,10882,Content,97.41,%,A
15883,10883,Potency,95.89,%,A
15884,10884,Content,93.83,%,A
15885,10885,Content,92.8,%,A
15886,10886,Content,92.8,%,A
15887,10887,Content,99.28,%,A
15888,10888,Potency,98.65,%,A
15889,10889,Content,98.67,%,A
15890,10890,Potency,91.6,%,A
15891,10891,Content,94.84,%,A
15892,10892,Content,98.33,%,A
15893,10893,Potency,94.58,%,A
15894,10894,Potency,98.49,%,A
15895,10895,Potency,98.38,%,A
15896,10896,Potency,90.48,%,A
15897,10897,Content,99.28,%,A
15898,10898,Content,91.67,%,A
15899,10899,Potency,99.24,%,A
15900,10900,Potency,98.95,%,A
15901,10901,Content,96.63,%,A
15902,10902,Content,94.31,%,A
15903,10903,Potency,90.58,%,A
15904,10904,Potency,91.87,%,A
15905,10905,Content,92.77,%,A
15906,10906,Content,94.75,%,A
15907,10907,Content,96.42,%,A
15908,10908,Potency,93.52,%,A
